Rough_ID,Rough_Weight_ct,Shape,Length_mm,Width_mm,Height_mm,Color,Clarity,Crack_Level,Cut_Type,Final_Weight_ct
R02392,4.96,Princess,9.9,9.11,6.22,H,SI2,Low,Step,2.22
R02393,4.1,Princess,9.96,8.9,5.49,D,VVS1,Low,Brilliant,1.91
R02394,4.49,Round,10.26,9.12,7.58,E,SI2,Medium,Brilliant,1.53
R02395,1.25,Cushion,6.37,5.93,4.32,J,IF,Medium,Mixed,0.44
R02396,0.6,Oval,4.58,4.06,2.67,E,VS2,Low,Mixed,0.22
R02397,2.23,Oval,7.51,7.28,5.09,D,VS2,Low,Step,0.94
R02398,3.81,Pear,9.08,8.63,5.21,G,VS2,Low,Step,1.78
R02399,4.38,Oval,10.24,10.08,8.7,H,VVS2,Medium,Brilliant,1.9
R02400,1.29,Princess,6.42,5.72,3.45,J,SI2,High,Step,0.48
R02401,3.83,Emerald,9.38,9.36,8.35,E,VS2,Low,Step,1.72
R02402,3.48,Cushion,9.48,8.89,7.01,D,VVS1,Low,Mixed,1.42
R02403,3.2,Princess,8.61,8.16,6.88,H,VS2,Medium,Brilliant,1.16
R02404,1.86,Oval,7.16,6.99,4.23,D,VS2,Medium,Mixed,0.84
R02405,2.37,Round,7.96,7.11,5.2,I,VVS2,Medium,Brilliant,0.83
R02406,2.71,Pear,8.29,7.38,6.44,H,SI2,Medium,Mixed,1.17
R02407,0.91,Princess,5.92,5.73,4.33,D,VS2,Medium,Step,0.33
R02408,1.05,Emerald,6.25,5.52,4.92,H,VS1,Low,Mixed,0.44
R02409,3.23,Cushion,8.65,7.95,6.77,E,SI1,High,Brilliant,1.3
R02410,2.1,Round,7.37,6.92,5.52,J,VS2,High,Brilliant,0.84
R02411,2.5,Pear,8.14,7.28,4.69,F,VS1,Medium,Mixed,0.91
R02412,2.88,Oval,8.87,8.78,7.71,I,VS1,Low,Brilliant,1.19
R02413,2.42,Pear,8.06,7.55,6.75,D,IF,Low,Mixed,1.02
R02414,4.12,Cushion,9.88,9.03,7.65,D,SI1,Medium,Mixed,1.52
R02415,1.62,Cushion,7.01,6.43,4.48,G,VVS2,Low,Step,0.65
R02416,1.25,Cushion,6.49,6.48,5.6,I,VVS1,Low,Step,0.5
R02417,2.72,Pear,8.23,7.08,5.3,H,SI2,Low,Mixed,1.29
R02418,3.25,Oval,8.56,8.34,5.53,H,IF,Low,Brilliant,1.45
R02419,4.81,Round,10.31,9.38,6.05,I,SI2,Low,Mixed,2.26
R02420,3.13,Pear,8.91,8.02,5.02,I,SI2,Low,Mixed,1.43
R02421,2.76,Round,8.3,7.87,6.52,I,SI2,Medium,Step,0.99
R02422,0.33,Cushion,4.05,3.88,3.32,H,VVS1,Low,Brilliant,0.15
R02423,2.56,Emerald,7.85,7.33,5.25,H,SI1,Medium,Step,1.09
R02424,3.41,Princess,9.14,8.39,5.15,G,VS2,Low,Mixed,1.45
R02425,2.24,Round,7.87,7.55,5.04,J,VS1,Low,Step,0.94
R02426,1.41,Emerald,6.33,5.54,4.66,D,SI1,Low,Step,0.65
R02427,2.37,Emerald,8.4,7.59,6.02,E,VS2,Low,Step,0.98
R02428,3.64,Round,9.01,7.72,5.48,F,IF,Low,Step,1.72
R02429,4.47,Emerald,10.33,9.79,7.93,J,VVS2,Low,Brilliant,2
R02430,1.23,Pear,6.46,5.92,4.13,H,IF,Low,Mixed,0.45
R02431,0.48,Oval,4.84,4.75,3.49,E,SI1,Low,Step,0.18
R02432,4.08,Princess,9.72,8.78,6.62,D,SI2,Low,Brilliant,1.8
R02433,4.15,Oval,9.57,9.36,8.29,H,VVS2,Low,Step,2.01
R02434,1.33,Cushion,6.6,6.27,5.4,I,VVS1,Low,Mixed,0.58
R02435,4.58,Emerald,10.13,9.62,6.45,E,SI1,Low,Brilliant,1.92
R02436,0.94,Oval,6.21,5.59,3.97,E,VVS1,Medium,Step,0.35
R02437,0.73,Oval,5.76,5.53,3.43,H,VS1,Medium,Step,0.32
R02438,0.41,Cushion,4.42,3.89,2.67,E,SI1,Medium,Brilliant,0.15
R02439,1.92,Emerald,7.59,6.86,4.7,H,IF,High,Step,0.73
R02440,0.6,Cushion,4.56,3.88,2.52,H,VS2,Low,Brilliant,0.25
R02441,3.33,Emerald,9.4,9.25,5.82,G,VS1,Medium,Mixed,1.14
R02442,4.48,Round,10.1,8.97,6.9,I,VVS1,Low,Mixed,1.9
R02443,4.11,Round,9.97,9.28,6.37,J,VVS1,High,Step,1.21
R02444,4.82,Emerald,10.27,10.22,8.43,J,VVS1,Medium,Brilliant,1.85
R02445,2.92,Cushion,8.26,7.49,5.53,G,IF,Medium,Brilliant,0.98
R02446,0.96,Oval,5.73,5.21,3.5,J,SI2,Medium,Brilliant,0.35
R02447,0.93,Oval,6.06,5.35,4.2,I,VS1,Low,Step,0.35
R02448,2.9,Pear,8.95,8.26,6.49,D,VVS2,Low,Brilliant,1.18
R02449,3.29,Princess,8.7,7.92,5.4,D,VS1,Medium,Step,1.5
R02450,4.3,Pear,10.16,9.3,6.44,G,VVS1,Low,Step,2.01
R02451,3.83,Cushion,9.27,7.97,6.18,H,SI1,Low,Step,1.4
R02452,1.97,Round,7.78,7.36,5.49,F,VS2,Low,Brilliant,0.76
R02453,0.42,Emerald,4.92,4.9,4.29,J,VVS2,Low,Step,0.16
R02454,0.6,Princess,5.28,4.65,4.1,H,VS1,Medium,Step,0.21
R02455,0.96,Oval,5.95,5.54,4.28,D,VVS2,Low,Step,0.45
R02456,1.6,Oval,7.25,6.92,4.93,F,IF,Low,Brilliant,0.62
R02457,1.53,Oval,7.2,6.61,4.99,J,SI1,Medium,Brilliant,0.65
R02458,1.66,Oval,7.19,6.42,4.7,D,SI1,Low,Mixed,0.78
R02459,4.08,Princess,9.59,8.24,6.73,E,VS2,Low,Brilliant,1.86
R02460,1.83,Round,7.78,6.9,5.04,G,SI2,Low,Mixed,0.75
R02461,0.66,Oval,5.18,4.44,3.56,F,SI2,Low,Step,0.28
R02462,4.24,Emerald,9.62,8.97,7.64,E,VVS1,Medium,Mixed,1.59
R02463,0.64,Oval,5.61,4.92,4.05,D,VVS1,Low,Mixed,0.32
R02464,2.33,Oval,7.79,7.38,6.51,E,VVS2,Low,Mixed,1.02
R02465,0.75,Princess,5.24,4.57,3.3,F,SI1,Low,Mixed,0.34
R02466,2.96,Oval,8.13,8.11,5.84,E,VVS1,Low,Brilliant,1.22
R02467,1.61,Round,6.56,5.89,5.07,F,VS1,Low,Brilliant,0.65
R02468,3.38,Oval,8.6,8.17,6.41,F,VS2,Medium,Step,1.58
R02469,1.28,Round,6.59,5.79,4.59,J,VVS1,Low,Brilliant,0.58
R02470,1.44,Princess,6.87,6.19,5.31,E,VS2,Low,Step,0.67
R02471,1.7,Cushion,7.47,7.03,5.12,G,VVS1,Low,Step,0.75
R02472,1.12,Emerald,5.79,5.63,4.98,G,SI1,Low,Brilliant,0.5
R02473,1.6,Cushion,7.09,6.7,4.74,J,SI2,Low,Brilliant,0.73
R02474,1.87,Round,7.07,6.42,5.7,F,VS1,Medium,Step,0.74
R02475,4.81,Princess,10,8.87,7.02,D,VVS2,Medium,Step,2.07
R02476,3.98,Cushion,9.38,8.32,7.11,J,VVS2,Low,Step,1.76
R02477,2.34,Cushion,7.78,6.89,4.56,E,SI2,Medium,Mixed,0.86
R02478,4.44,Emerald,9.94,9.77,8.05,J,VS1,Low,Step,1.77
R02479,4.64,Emerald,9.66,8.36,6.21,G,VVS1,Medium,Mixed,1.72
R02480,3.24,Pear,9.31,8.37,5.56,I,VS1,Low,Brilliant,1.34
R02481,3.44,Pear,8.58,8.3,5.96,I,VVS1,Low,Mixed,1.44
R02482,3.16,Emerald,9.19,8.56,6.82,H,IF,Low,Brilliant,1.23
R02483,2.15,Oval,8.03,7.62,6.16,G,VVS1,Low,Step,1.08
R02484,0.58,Cushion,5.19,5.01,4.17,H,SI1,Low,Brilliant,0.25
R02485,2.91,Princess,8.21,7.88,6.08,G,SI2,Low,Brilliant,1.43
R02486,3.08,Emerald,8.53,8.24,5.93,H,SI2,Medium,Mixed,1.12
R02487,1.07,Round,6.48,5.8,4.79,G,VVS1,High,Mixed,0.44
R02488,4.67,Princess,10.39,9.75,8.48,H,SI2,Low,Mixed,1.92
R02489,0.68,Round,5.44,4.77,3.45,H,VS1,Medium,Step,0.27
R02490,4.95,Round,9.75,9.28,7.1,D,VS1,Low,Brilliant,2.12
R02491,1.1,Princess,6.48,6.06,3.84,I,VS2,Medium,Brilliant,0.41
R02492,3.88,Cushion,9.01,7.96,5.43,J,VS1,Low,Mixed,1.5
R02493,4.06,Emerald,10.03,8.94,7.5,F,IF,Low,Mixed,1.75
R02494,0.59,Pear,4.6,4.21,3.28,D,IF,Low,Step,0.28
R02495,0.35,Princess,4.01,3.8,2.95,I,VVS1,Low,Brilliant,0.17
R02496,1.01,Round,6.08,5.97,5.11,I,IF,Low,Mixed,0.45
R02497,3.13,Emerald,8.52,7.43,6.59,F,VVS2,Low,Mixed,1.3
R02498,1.53,Pear,6.57,5.64,3.92,I,IF,Low,Step,0.65
R02499,4.24,Cushion,10.14,8.77,7.68,D,SI2,Low,Mixed,1.92
R02500,4.45,Princess,10.16,8.81,7.6,J,SI2,Medium,Brilliant,1.66
R02501,4.98,Emerald,10.05,9.24,7.95,D,VVS2,High,Brilliant,1.85
R02502,0.86,Emerald,6.05,5.56,4.39,D,SI2,Low,Mixed,0.38
R02503,1.3,Pear,6.48,6.33,4.5,D,VVS1,Low,Mixed,0.57
R02504,4.01,Cushion,9.11,9,6.75,D,SI2,High,Mixed,1.34
R02505,4.99,Oval,9.92,9.39,5.97,D,VVS2,Medium,Brilliant,2.29
R02506,1.86,Princess,7.29,6.92,6.16,J,VVS2,Low,Step,0.85
R02507,1.09,Emerald,6,5.78,4.33,F,VVS2,Medium,Step,0.51
R02508,3.69,Pear,8.84,8.45,6.55,F,VS1,Medium,Step,1.55
R02509,3.14,Emerald,8.79,8.77,6.84,I,SI1,Low,Step,1.56
R02510,2.33,Oval,7.8,7.41,5.34,J,VVS1,Low,Step,1.01
R02511,3.3,Round,8.52,7.44,5.37,F,VS1,Medium,Brilliant,1.3
R02512,2.54,Oval,8.35,7.2,6.18,D,SI2,High,Step,1.01
R02513,2.69,Round,8.8,8.04,5.26,D,IF,Medium,Mixed,1.13
R02514,4.91,Round,10.11,9.41,5.81,G,VVS1,High,Mixed,1.63
R02515,0.96,Emerald,5.89,5.16,3.87,E,VVS1,Low,Brilliant,0.39
R02516,0.97,Oval,5.59,4.9,3.17,H,VVS1,Low,Step,0.44
R02517,5,Princess,10.35,9.26,5.56,G,VS2,Low,Brilliant,2.08
R02518,1.37,Princess,7.05,6.1,3.87,E,VVS2,Low,Step,0.68
R02519,4.66,Round,9.69,9.17,7.13,I,SI1,Medium,Mixed,1.99
R02520,1.99,Pear,7.54,7.52,5.86,D,SI2,Low,Brilliant,0.97
R02521,0.41,Round,4.26,4.02,3.51,H,VVS2,High,Brilliant,0.15
R02522,4,Cushion,9.53,9.4,8.26,F,SI1,Low,Mixed,1.73
R02523,0.91,Cushion,5.35,4.62,3.48,E,SI2,High,Step,0.35
R02524,2.64,Pear,8.71,8.24,7.34,J,IF,High,Mixed,0.94
R02525,0.99,Oval,5.7,5.41,4.42,J,SI1,Low,Step,0.36
R02526,3.1,Pear,8.26,8.03,6.15,H,VVS2,High,Mixed,1.03
R02527,3.91,Cushion,9.5,8.47,6.55,H,SI1,Low,Brilliant,1.67
R02528,3.54,Emerald,9,7.86,6.15,D,VS1,Low,Step,1.56
R02529,2.28,Princess,7.64,7.01,4.78,E,VS1,Medium,Step,1.02
R02530,0.74,Princess,5.15,4.89,3.04,E,SI1,Medium,Brilliant,0.33
R02531,2.71,Princess,8.06,7.72,6.06,F,VVS2,Medium,Step,1.01
R02532,3.94,Oval,9.48,9.35,6.52,E,SI1,Low,Brilliant,1.73
R02533,4.53,Oval,9.6,8.59,5.17,F,IF,Low,Mixed,2.06
R02534,1.86,Princess,7.13,6.99,5.45,J,VS2,Low,Brilliant,0.85
R02535,2.11,Round,8.03,7.5,5.35,E,SI2,Low,Brilliant,0.97
R02536,1.34,Round,6.26,6.07,4.87,F,SI1,Low,Mixed,0.52
R02537,4.63,Cushion,9.64,8.75,5.37,G,VVS1,High,Mixed,1.96
R02538,3.2,Round,8.43,7.37,5.5,F,IF,Medium,Step,1.2
R02539,2.48,Cushion,8.55,7.49,4.76,G,VS2,Low,Brilliant,1.14
R02540,2.53,Oval,8.67,7.38,4.92,D,SI2,Medium,Brilliant,0.97
R02541,3.06,Cushion,8.71,7.8,6.51,D,SI1,Low,Mixed,1.46
R02542,0.53,Round,4.93,4.67,3.1,H,IF,Low,Brilliant,0.22
R02543,0.57,Princess,4.5,4.3,3.42,G,SI1,Low,Mixed,0.27
R02544,3.48,Emerald,9.29,7.99,6.57,G,VS2,High,Mixed,1.35
R02545,4.12,Oval,9.26,7.87,6.6,I,VVS1,Medium,Brilliant,1.43
R02546,4.82,Cushion,10.29,9.47,8.28,F,VS1,Medium,Mixed,2.03
R02547,1.65,Oval,6.84,5.83,4.79,I,VS2,Low,Mixed,0.65
R02548,4.59,Princess,10.39,9.88,8.82,D,VVS2,High,Brilliant,1.55
R02549,3.4,Round,9.17,8.84,5.48,J,SI1,Medium,Mixed,1.57
R02550,1.81,Oval,7.36,6.71,4.18,D,SI1,Medium,Brilliant,0.78
R02551,2.14,Cushion,7.86,7.48,5.48,E,VVS2,Medium,Brilliant,0.87
R02552,0.94,Cushion,5.58,5.15,3.92,J,SI1,Low,Mixed,0.36
R02553,3.69,Oval,9.42,8.53,5.68,H,VVS2,Low,Brilliant,1.68
R02554,0.4,Pear,3.95,3.8,2.8,H,SI1,Medium,Brilliant,0.17
R02555,4.41,Pear,10.04,8.64,5.56,J,VS1,Low,Step,1.82
R02556,3.18,Pear,8.45,7.79,6.93,E,SI2,Low,Mixed,1.33
R02557,2.64,Round,8.14,7.01,6.28,D,SI2,High,Step,1.09
R02558,3.44,Cushion,8.59,7.8,5.51,G,SI2,Low,Brilliant,1.52
R02559,4.4,Oval,9.7,9.42,7.03,G,SI2,Low,Step,2.01
R02560,3.46,Princess,8.89,8.56,6.71,H,VS1,Low,Brilliant,1.52
R02561,1.07,Oval,6.45,6.04,4.91,F,IF,Low,Step,0.49
R02562,3.02,Emerald,9.14,8.34,5.96,D,SI2,Medium,Step,1.35
R02563,3.9,Princess,9.7,9.52,7.74,I,IF,Low,Mixed,1.86
R02564,2.37,Princess,8.28,7.36,6.35,G,SI2,Low,Mixed,1.03
R02565,2.04,Emerald,7.11,6.2,4.08,J,SI1,Low,Mixed,0.76
R02566,3.73,Oval,8.81,8.69,7.75,F,IF,Low,Mixed,1.4
R02567,1.67,Princess,7.27,6.68,4.42,G,VS2,Medium,Mixed,0.72
R02568,4.25,Oval,10.16,10.08,8.39,I,IF,Low,Mixed,1.76
R02569,3.58,Round,8.95,7.69,6.74,G,VVS1,Low,Step,1.44
R02570,3.26,Round,9.07,8.86,7.4,D,VVS1,Low,Brilliant,1.47
R02571,0.43,Princess,4.98,4.27,3.7,E,VS1,Low,Step,0.18
R02572,3.93,Pear,9.84,8.66,7.78,G,IF,Low,Mixed,1.76
R02573,1.08,Oval,6.63,6.17,4.45,G,IF,Medium,Step,0.47
R02574,3.31,Princess,8.7,8.59,7.45,G,VVS2,Low,Mixed,1.38
R02575,3.66,Pear,8.8,8.62,5.55,E,VVS2,Low,Brilliant,1.39
R02576,4.18,Princess,10.13,9.94,6.19,J,VS2,Low,Mixed,2.01
R02577,3.55,Pear,9.36,8.04,6.94,I,SI2,High,Mixed,1.22
R02578,3.76,Cushion,9.12,8.62,5.33,G,VS2,Low,Step,1.89
R02579,0.66,Oval,4.94,4.44,3.36,G,VVS2,Low,Step,0.28
R02580,1.8,Princess,7.3,6.42,5.05,G,VVS2,Low,Step,0.83
R02581,0.82,Oval,5.96,5.47,3.71,G,SI2,High,Mixed,0.3
R02582,0.78,Cushion,5.92,5.5,4.22,D,IF,Low,Step,0.31
R02583,2.72,Cushion,8.26,8.24,6.22,J,SI2,Low,Step,1.15
R02584,2.36,Round,8.07,7.72,5.1,I,VVS2,Low,Brilliant,1.16
R02585,1.86,Princess,7.86,6.93,4.55,G,VVS2,Medium,Step,0.85
R02586,3.62,Pear,9.26,8.21,7.27,E,VVS2,Low,Brilliant,1.56
R02587,2.12,Round,7.87,6.8,5.93,I,VVS2,Low,Mixed,0.87
R02588,4.13,Oval,10.06,9.2,6.86,D,VVS1,Low,Mixed,1.64
R02589,1.9,Emerald,7.09,6.9,4.51,E,VVS2,Low,Step,0.77
R02590,0.63,Princess,5.01,4.81,2.97,G,IF,Low,Brilliant,0.27
R02591,0.32,Cushion,4.15,4.04,3.56,E,SI1,Low,Brilliant,0.14
R02592,3.3,Cushion,9.2,8.13,6.99,G,SI1,High,Brilliant,1.12
R02593,0.87,Cushion,5.99,5.35,3.72,E,IF,Medium,Mixed,0.32
R02594,0.59,Oval,4.97,4.29,2.67,F,SI1,Medium,Step,0.26
R02595,2.6,Emerald,8.64,8.59,6.05,G,VS1,Low,Brilliant,0.99
R02596,3.86,Cushion,9.75,9.43,8.21,D,VS1,Medium,Step,1.57
R02597,3.64,Pear,9.16,8.85,6.38,I,SI1,Low,Step,1.76
R02598,2.76,Oval,8.15,7.28,4.95,J,SI2,Medium,Step,1.2
R02599,4.74,Emerald,10.57,9.59,7.8,E,VVS1,Medium,Brilliant,1.88
R02600,3.02,Princess,8.93,7.92,6.23,G,SI1,Low,Brilliant,1.41
R02601,2.28,Princess,8.16,7.35,6.15,D,SI1,Low,Mixed,0.85
R02602,0.75,Oval,5.02,4.8,4.19,G,VVS2,Low,Mixed,0.32
R02603,2.99,Oval,8.35,7.43,5.5,E,VVS2,Low,Step,1.17
R02604,2.69,Cushion,8.56,7.74,6.72,G,VS2,Low,Brilliant,1.21
R02605,4.15,Princess,9.53,9.49,7.72,I,SI2,High,Brilliant,1.56
R02606,4.12,Cushion,9.14,8.05,7.11,G,VVS2,Medium,Brilliant,1.49
R02607,3.96,Cushion,9.13,8.3,5.81,I,VVS1,High,Step,1.17
R02608,0.31,Emerald,4.37,4.17,3.42,D,IF,Low,Step,0.13
R02609,3.43,Oval,8.93,7.61,4.76,J,VVS1,Low,Step,1.61
R02610,4.42,Oval,9.75,9.24,7.57,F,VS1,Medium,Mixed,1.88
R02611,4.58,Round,9.85,9.43,8.01,D,SI1,Medium,Brilliant,2.11
R02612,3.07,Round,8.75,8.22,5.51,J,VVS2,Low,Mixed,1.45
R02613,4.85,Princess,9.83,9.3,8.23,H,VS2,Medium,Brilliant,2.09
R02614,3.24,Cushion,8.43,8.1,4.98,G,IF,Medium,Brilliant,1.27
R02615,3.92,Oval,9.35,8.7,6.9,I,SI1,Medium,Step,1.75
R02616,2.74,Princess,8.24,8.22,6.81,J,VS1,Medium,Brilliant,0.99
R02617,4.4,Pear,10.24,9.04,8.12,E,SI1,Low,Mixed,2.05
R02618,1.45,Oval,7.15,6.54,5.75,D,VS2,Low,Mixed,0.61
R02619,4.94,Princess,10.47,9.12,6.63,I,IF,Low,Mixed,2.23
R02620,0.79,Oval,5.86,5.36,4.33,I,VS2,Low,Mixed,0.36
R02621,4.11,Round,9.33,9.23,6.74,D,SI1,High,Mixed,1.38
R02622,2.16,Cushion,8.03,7.6,5.61,G,VS1,Low,Step,1.02
R02623,2.72,Cushion,8.57,7.3,5.91,J,VVS2,Low,Brilliant,1.23
R02624,1.18,Princess,6.76,6.36,5.52,H,VS2,High,Brilliant,0.49
R02625,4.1,Cushion,9.67,8.37,5.83,F,VS2,Low,Step,1.75
R02626,2.09,Princess,7.2,7.03,6.14,D,IF,High,Mixed,0.75
R02627,4.72,Pear,9.86,9.52,6.02,E,VS2,Low,Brilliant,1.96
R02628,4.78,Pear,9.75,9.69,8.32,G,IF,Low,Mixed,2.3
R02629,0.84,Emerald,6.14,5.7,3.49,H,VVS1,Low,Step,0.4
R02630,1.57,Emerald,7.18,6.3,5.57,G,IF,Medium,Mixed,0.62
R02631,1.39,Princess,6.21,5.41,3.56,I,IF,Low,Brilliant,0.56
R02632,3.33,Cushion,8.85,8.35,6.25,I,SI1,Low,Mixed,1.29
R02633,1.92,Emerald,7.95,6.95,5.94,H,IF,Medium,Step,0.7
R02634,1.09,Princess,5.72,5.53,4.14,J,VVS1,Low,Step,0.53
R02635,3.36,Emerald,8.91,7.92,6.66,I,VVS2,Low,Brilliant,1.45
R02636,3.58,Cushion,9.01,8.85,7.14,I,VS2,Medium,Step,1.47
R02637,4.54,Oval,10.11,9.97,6.75,F,SI1,Low,Step,1.67
R02638,1.49,Pear,6.73,5.98,4.89,H,SI1,Low,Step,0.67
R02639,1.96,Pear,7.88,6.93,5.71,I,SI2,Low,Brilliant,0.79
R02640,3.41,Cushion,9.46,8.97,7.92,E,VS1,Low,Step,1.47
R02641,4.2,Pear,9.7,8.59,5.23,G,IF,Medium,Mixed,1.65
R02642,4.54,Oval,9.73,8.5,7.35,I,SI2,Medium,Mixed,1.77
R02643,1.48,Round,6.58,6.56,4.78,F,IF,Medium,Mixed,0.52
R02644,4.02,Cushion,9.36,8.04,7.22,G,VVS1,Low,Mixed,1.79
R02645,4.17,Round,9.21,8.1,5.28,I,VS1,Medium,Step,1.75
R02646,1.37,Princess,6.9,6.8,5.8,I,SI1,Low,Mixed,0.56
R02647,0.32,Princess,4.17,3.56,2.59,D,SI1,Low,Brilliant,0.14
R02648,3.54,Princess,9.28,8.31,5.84,E,VVS2,Low,Brilliant,1.46
R02649,4.46,Oval,9.52,8.75,5.95,J,VS1,Medium,Mixed,1.64
R02650,4.33,Oval,10.04,8.82,7.4,I,VVS2,High,Mixed,1.7
R02651,0.44,Cushion,5.06,4.43,3.13,J,SI1,Medium,Step,0.19
R02652,4.56,Oval,10.26,9.25,7.47,H,SI1,Low,Mixed,2.09
R02653,1.95,Pear,7.29,7.24,4.91,J,SI1,Low,Brilliant,0.91
R02654,3.05,Emerald,8.53,7.35,5.88,E,SI1,Low,Step,1.39
R02655,3.58,Oval,9.6,8.76,6.5,E,VS1,Medium,Step,1.45
R02656,2.11,Cushion,8.19,7.13,4.46,I,SI1,Medium,Mixed,0.89
R02657,1.08,Round,6.08,5.97,3.89,H,SI2,Low,Mixed,0.5
R02658,2.38,Cushion,7.67,7.2,6.34,E,IF,Low,Brilliant,1.15
R02659,4.64,Round,10.11,10.03,7.33,I,VVS2,High,Mixed,1.77
R02660,3.19,Oval,8.92,7.77,6.58,I,SI2,Medium,Brilliant,1.28
R02661,4.75,Round,10.54,9.3,7.76,F,VS2,Low,Step,1.93
R02662,4.3,Cushion,9.35,8.36,5.4,F,VVS2,Low,Brilliant,1.75
R02663,4.34,Princess,9.43,8.26,6.75,J,VVS2,Low,Step,2.13
R02664,2.08,Princess,7.34,6.91,4.37,I,VVS2,Low,Brilliant,1.02
R02665,4.51,Oval,9.93,9.49,7.54,J,IF,Low,Brilliant,1.93
R02666,3.52,Princess,9.48,9,6.98,D,VS1,Low,Brilliant,1.45
R02667,3.51,Princess,8.73,8.3,6.14,J,IF,Low,Step,1.44
R02668,1.3,Emerald,6.21,5.38,3.92,H,VS1,Medium,Brilliant,0.47
R02669,4.15,Princess,9.3,8.04,6.15,G,VVS1,Low,Mixed,2
R02670,2.46,Cushion,8.38,7.27,4.42,D,VS1,Low,Mixed,1.04
R02671,1.67,Princess,7.47,7.18,6.12,F,VVS2,Low,Brilliant,0.81
R02672,0.35,Pear,4.72,4.02,3.35,G,VS2,Medium,Mixed,0.14
R02673,0.46,Cushion,4.34,4.3,3.4,G,SI2,Low,Step,0.22
R02674,0.52,Cushion,4.97,4.26,2.57,I,SI1,Medium,Step,0.22
R02675,3.49,Pear,8.9,7.66,6.23,D,IF,Low,Brilliant,1.58
R02676,4.48,Round,10.22,9.71,7.13,E,VVS1,Low,Step,1.87
R02677,2.06,Oval,7.23,6.48,4.18,F,SI2,Low,Brilliant,0.88
R02678,1.12,Pear,6.5,6.25,5.03,D,SI1,Medium,Mixed,0.44
R02679,2.23,Emerald,7.75,6.6,5.02,G,VVS1,Medium,Mixed,0.98
R02680,2.09,Oval,7.18,6.91,5.37,D,IF,Medium,Brilliant,0.87
R02681,1.96,Cushion,7.09,6.77,4.26,D,VS1,High,Brilliant,0.65
R02682,1.56,Round,6.82,6.61,5.54,E,VVS1,Low,Step,0.64
R02683,0.33,Emerald,4.02,3.88,3.35,F,VVS2,Medium,Step,0.12
R02684,4.69,Pear,9.96,9.17,7.2,E,VS1,Low,Step,1.86
R02685,2.64,Pear,8.03,7.36,5.93,G,SI2,Medium,Brilliant,1.05
R02686,4.28,Cushion,9.48,8.56,5.41,H,VVS1,Low,Brilliant,1.62
R02687,2.05,Round,7.62,7,4.61,E,SI1,Low,Brilliant,0.93
R02688,1.32,Princess,6.74,6.45,5.72,J,VS1,Low,Step,0.62
R02689,1.13,Cushion,6.17,5.92,3.55,J,IF,Low,Mixed,0.43
R02690,1.7,Pear,7.29,6.31,4.14,I,VS1,Low,Brilliant,0.7
R02691,4.47,Pear,9.8,9.03,7.7,G,VS2,Low,Mixed,1.91
R02692,4.54,Princess,10.36,9.14,7,H,VVS1,High,Step,1.83
R02693,3.51,Pear,9.54,8.44,6.91,E,SI1,Medium,Brilliant,1.25
R02694,3.96,Cushion,9.7,9.62,6.1,F,VS2,Low,Brilliant,1.46
R02695,1.62,Pear,6.59,5.86,4.18,G,VVS1,Low,Brilliant,0.76
R02696,2.71,Pear,8.15,7.08,4.66,J,VS1,Low,Mixed,1.23
R02697,0.55,Pear,5.24,4.72,3.47,I,VVS2,Medium,Mixed,0.19
R02698,2.54,Oval,7.97,7.51,5.91,D,VS1,Low,Brilliant,1.01
R02699,0.82,Pear,5.66,5.16,3.62,H,VS2,Low,Mixed,0.33
R02700,0.78,Emerald,5.96,5.93,4.33,F,VS1,Low,Brilliant,0.31
R02701,0.75,Princess,5.36,5.22,3.4,G,SI2,High,Brilliant,0.28
R02702,3.8,Pear,9.62,8.33,6.49,H,IF,Low,Brilliant,1.61
R02703,3,Round,9.05,8.41,6.79,G,VS2,Medium,Brilliant,1.04
R02704,3.58,Princess,8.79,7.74,6.56,E,SI2,Low,Mixed,1.32
R02705,3.57,Oval,8.79,7.76,6.95,D,VS1,Low,Mixed,1.74
R02706,4.35,Round,9.62,9.01,7.44,E,VS1,Low,Mixed,1.9
R02707,1.07,Cushion,5.99,5.36,4.05,J,SI2,Low,Brilliant,0.49
R02708,3.5,Emerald,9.53,8.88,7.54,E,VS2,Low,Mixed,1.65
R02709,1.02,Pear,6.45,6.23,5.41,I,SI1,Low,Brilliant,0.48
R02710,1.82,Oval,7.71,6.63,5.45,D,SI2,Medium,Mixed,0.66
R02711,4.96,Pear,10.44,9.51,5.81,F,VVS2,Low,Step,2.23
R02712,0.76,Round,5.18,5,3.38,H,VVS1,Low,Brilliant,0.35
R02713,4.51,Round,10.21,9.59,7.25,I,VS2,Low,Step,1.63
R02714,3.57,Emerald,8.98,8.82,6.82,D,VS2,Low,Mixed,1.63
R02715,3.17,Emerald,9.18,8.77,6.47,J,IF,Medium,Step,1.35
R02716,2.18,Cushion,7.34,7.2,4.79,D,VS1,Low,Mixed,0.81
R02717,0.94,Oval,5.86,5.18,3.56,I,VVS1,Medium,Mixed,0.43
R02718,1.1,Oval,6.54,5.82,4.69,J,SI2,Medium,Brilliant,0.39
R02719,2.24,Pear,8.26,7.25,4.86,D,SI1,Low,Step,1.1
R02720,1.66,Round,6.77,6.53,5,E,SI1,Low,Step,0.63
R02721,1.45,Round,7.13,6.45,5.22,D,SI1,Low,Mixed,0.66
